trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.02, 'e': 0.4741352748678625}",20,13,0.2862035144897743,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.02, 'e': 0.4564325846952225}",30,6,-11.648217995271755,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
370,False,"{'a': 0.02, 'e': 0.43854732757439036}",25,18,11.095958349225402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.02, 'e': 0.42048665736974894}",20,0,23.338748965049565,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.02, 'e': 0.4022577981085729}",30,14,-16.827832041484108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.02, 'e': 0.38386804109151995}",25,8,-20.672736502643215,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
374,False,"{'a': 0.02, 'e': 0.3653247419762019}",20,11,-7.628506434895469,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
375,False,"{'a': 0.02, 'e': 0.3466353178350258}",25,12,1.0322311784022307,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.02, 'e': 0.3278072441884575}",25,13,11.804966154371296,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
377,False,"{'a': 0.02, 'e': 0.30884805201491966}",20,3,-48.16902895256958,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
378,False,"{'a': 0.02, 'e': 0.2897653247384941}",25,0,11.963147485907033,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.02, 'e': 0.2705666951956601}",20,6,-16.603745573611054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
380,False,"{'a': 0.02, 'e': 0.25125984258225487}",20,14,-30.876141328737436,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.02, 'e': 0.23185248938190414}",20,3,5.990212317153889,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
382,False,"{'a': 0.02, 'e': 0.2123523982771251}",20,6,13.683163264902909,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.02, 'e': 0.19276736904436365}",20,14,9.98237933949677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.02, 'e': 0.17310523543418174}",20,0,-39.01630361803997,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
385,False,"{'a': 0.02, 'e': 0.15337386203786435}",30,18,20.966891356247576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.02, 'e': 0.13358114114169023}",20,6,19.497726078725133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.02, 'e': 0.11373498957011671}",30,22,2.7472471945563783,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.02, 'e': 0.09384334551916232}",30,13,30.230184206666042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.02, 'e': 0.0739141653812273}",20,3,8.045403018136529,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.02, 'e': 0.05395542056264975}",20,8,19.223456688562592,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.02, 'e': 0.033975094295242265}",20,0,28.94535551749813,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,5,26.977915374902032,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,22,13.457880904760206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,20.776269774417692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,14,26.283380098447815,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,21.961276973807056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,23.238347836188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,11,15.459431750359622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,6,31.55180613244877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,20.42057621975016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,14.002616823849827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,12,22.775025374441537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,18,23.89769861153714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,11,18.840551293240846,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,15,26.184617896205566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,3,26.962259257638262,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,19,12.50313063248846,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,10,27.697253083234195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,14,18.501437076840368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,9,19.768232404423433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,7,18.25268977797638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
